Book-name	Author	Publisher	Publish-time	ISBN	img-src	book-introduction	author-introduction	Score	commments	5-stars	4-stars	3-stars	2-stars	1-stars
写给大忙人看的Java SE 8	【美】CayS.Horstmann（凯.S.霍斯曼）编	电子工业出版社	2014-11	9787121227288	https://img1.doubanio.com/view/subject/l/public/s27906698.jpg	NULL	"Cay S. Horstmann不仅是Scala for the Impatient（Addison-Wesley于2012年出版）一书的作者，而且是Core Java?, Volumes I and II, Ninth Edition（Prentice Hall于2013年出版）一书的主要作者，他还编写了一系列针对专业编程人员和计算机专业学生的书籍。他是圣荷西州立大学计算机科学专业的一名教授，也是一位Java拥护者。"	8.1 	106	31.1%	46.2%	21.7%	0.9%	0.0%
Purely Functional Data Structures	ChrisOkasaki	Cambridge University Press	1999-6-13	9780521663502	https://img1.doubanio.com/view/subject/l/public/s2413338.jpg	NULL	NULL	9.6 	34	79.4%	14.7%	5.9%	0.0%	0.0%
代码整洁之道	马丁	人民邮电出版社	2011-1	9787115244901	https://img3.doubanio.com/view/subject/l/public/s6268784.jpg	《代码整洁之道(英文版)》提出一种观念：代码质量与其整洁度成正比。干净的代码，既在质量上较为可靠，也为后期维护、升级奠定了良好基础。作为编程领域的佼佼者，《代码整洁之道(英文版)》作者给出了一系列行之有效的整洁代码操作实践。这些实践在《代码整洁之道(英文版)》中体现为一条条规则（或称“启示”），并辅以来自现实项目的正、反两面的范例。只要遵循这些规则，就能编写出干净的代码，从而有效提升代码质量。	"Rober C．Martin，Object Mentor公司总裁。面向对象设计、模式、UML、敏捷方法学和极限编程领域的资深顾问。他是Designing Object-Oriented C++Applications Using the BoochMethod以及Jolt获奖图书Agile SoftwareDevelopment,Principles，Pattems，and Practices(中译版《敏捷软件开发：原则、模式与实践》)等畅销书作者。"	9.1 	106	55.7%	38.7%	4.7%	0.9%	0.0%
算法设计与分析基础	Ananylevitin	清华大学出版社	2007-1-1	9787302142836	https://img3.doubanio.com/view/subject/l/public/s2019521.jpg	作者基于丰富的教学经验，开发了一套对算法进行分类的新方法。这套方法站在通用问题求解策略的高度，能对现有的大多数算法都能进行准确分类，从而使本书的读者能够沿着一条清晰的、一致的、连贯的思路来探索算法设计与分析这一迷人领域。本书作为第2版，相对第1版增加了新的习题，还增加了“迭代改进”一章，使得原来的分类方法更加完善。	莱维丁是Villanova大学计算科学系的教授。他的论文 A New Road Map of Algorithm Design Techniques:Picking Up Where the Traditional Classification Leaves Off（《算法设计技术新途径：弥补传统分类法的缺憾》）受到业内人士极高的评价。在SIGCSE会议上，作者做过多次关于算法教学的演讲。	8.4 	183	45.4%	38.3%	15.3%	0.5%	0.5%
Effective C++中文版	[美]ScottMeyers	华中科技大学出版社	2001-9	9787560925257	https://img3.doubanio.com/view/subject/l/public/s1441361.jpg	Effective C++是世界顶级C++大师Scott Meyers的成名之作，初版于1991年。在国际上，这本书所引起的反响之大，波及整个计算机技术出版领域，余音至今未绝。几乎在所有C++书籍的推荐名单上，这部专著都会位于前三名。作者高超的技术把握力，独特的视角、诙谐轻松的写作风格、独具匠心的内容组织，都受到极大的推崇和仿效。	NULL	9.2 	1342	66.2%	28.8%	4.7%	0.1%	0.1%
人件	TomDeMarco	清华大学出版社	2003-6	9787302063841	https://img9.doubanio.com/view/subject/l/public/s1090686.jpg	《人件(第2版)》专门讨论了软件开发和维护的团队管理问题，并向人们的传统认识提出了挑战。作者汤姆·迪马可，蒂姆·李斯特在书中推崇人本管理思想，指出知识型企业的核心是人，而不是技术。《人件(第2版)》于1987年首次出版后，曾在西方引起了轰动，被誉为“对美国软件业影响最大的一本书”。《人件(第2版)》还对大中型组织中的软件开发团队如何运作进行了深入探讨。《人件》已成为软件图书中的经典之作。它和《人月神话》共同被誉为软件图书中“两朵最鲜艳的奇葩”。人们认为，《人月神话》关注“软件开发”本身，《人件》则关注软件开发中的“人”。因此，在成千上万的书架上，《人件》永远和《人月神话》并列在一起。《人件(第2版)》读者包括软件开发组织中的所有人员。管理者和被管理者都将从书中得到有益的启示。	Tom DeMarco和Timothy Lister是大西洋系统协会(www.atlsysguild.com)的负责人。从1979起，他们就在一起演讲，写作和从事国际性的咨询工作，主要涉及软件工程、生产力、估算、管理学和公司文化。　　Tom DeMarco的职业生涯开始于贝尔实验室，他是结构化分析和设计的创始人之一，之后，他转向研究软件开发中的管理及其方法。他由于“对信息科学的重大贡献”成为1986年的J.-D. Warnier奖的得主。DeMarco总共已出版了六本书，其中项目管理小说《最后期限》（已由清华大学出版社出版）曾被评为亚马逊网上书店和巴诺书店的最佳畅销书。Timothy Lister的研究领域主要集中在对软件组织和项目的风险管理。Tim也为美国仲裁协会工作，负责解决软件争端。他还是美国国防部下设的软件程序经理网络的航空理事会员。	8.2 	1125	37.5%	40.7%	18.8%	1.7%	1.3%
R for Data Science	HadleyWickham	O&#39;Reilly Media	2016-12-25	9781491910399	https://img3.doubanio.com/view/subject/l/public/s29420851.jpg	http://r4ds.had.co.nz/	NULL	9.4 	140	72.9%	23.6%	3.6%	0.0%	0.0%
Linux内核设计与实现(原书第3版)	RobertLove	机械工业出版社华章公司	2011-4-30	9787111338291	https://img1.doubanio.com/view/subject/l/public/s6387169.jpg	NULL	Robert Love 是一位资深的开源社区达人，很早就开始使用Linux。目前他是Google公司高级软件工程师，是开发Android移动平台内核的团队成员；他曾在Novell公司任职Linux桌面系统的首席架构师；他之前也曾是MontaVista和Ximain公司的内核开发工程师。他参与的内核项目包括抢占式内核、进程调度器、内核事件层、通知机制、VM改进，以及设备驱动程序。他是《Linux journal》杂志的编辑。另外他还著有《Linux System Programming》和《Linux in a Nutshell》。	8.6 	421	48.7%	39.9%	9.5%	0.5%	1.4%
高性能网站建设指南	SteveSouders	电子工业出版社	2008年	9787121066191	https://img9.doubanio.com/view/subject/l/public/s5914296.jpg	NULL	Steve Souders在Yahoo!担任Chief Performance。他于2000年加盟Yahoo!，在该公司的很多平台和产品团队中工作过。在他到达今天这个位置之前，他就职于My Yahoo!开发团队。.	8.5 	966	42.1%	45.0%	12.6%	0.2%	0.0%
加密与解密（第4版）	段钢	电子工业出版社	2018-10-1	9787121336928	https://img3.doubanio.com/view/subject/l/public/s29833960.jpg	《加密与解密（第4版）》以加密与解密为切入点，讲述了软件安全领域的基础知识和技能，如调试技能、逆向分析、加密保护、外壳开发、虚拟机设计等。这些知识彼此联系，读者在掌握这些内容之后，很容易就能在漏洞分析、安全编程、病毒分析、软件保护等领域进行扩展。从就业的角度来说，掌握加密与解密的相关技术，可以提高自身的竞争能力；从个人成长的角度来说，研究软件安全技术有助于掌握一些系统底层知识，是提升职业技能的重要途径。作为一名合格的程序员，除了掌握需求分析、设计模式等外，如果能掌握一些系统底层知识、熟悉整个系统的底层结构，在工作中必将获益良多。	段钢，国内信息安全领域具有广泛影响力的安全网站看雪学院的创始人和运营管理者，长期致力于信息安全技术研究，对当前安全技术的发展有深入思考。参与和组织专业人士推出的十多部技术专著和相关书籍，有不少入选为大学信息技术专业的教辅材料，如《加密与解密》等，影响广泛。在盛大和众人网络的多年工作经历，使得对安全防护有深刻的认识和理解。在2016年创建上海看雪科技有限公司，项目以看雪学院为基础，构建一个提供B2B、B2C信息安全服务的综合平台。	9.2 	20	65.0%	25.0%	10.0%	0.0%	0.0%
深入理解Android	邓凡平	机械工业出版社	2011-9-5	9787111357629	https://img3.doubanio.com/view/subject/l/public/s11171603.jpg	NULL	邓凡平，资深Android开发工程师，热衷于Android源代码的研究，对Android的架构设计和实现原理有非常深刻的认识和理解，应用开发经验也十分丰富。目前就职于国内一家领先的Android企业，负责Framework的开发和维护。乐于分享，活跃于CSDN等专业社区，撰写的Android Framework源码的系列文章深受读者欢迎。此外，他对Linux内核、C/C++/Python相关的技术，以及高性能网络服务器和多核并行开发等也有一定的研究。	8.0 	135	26.7%	49.6%	22.2%	1.5%	0.0%
Code	CharlesPetzold	Microsoft Press	2000-10-21	9780735611313	https://img9.doubanio.com/view/subject/l/public/s27440316.jpg	NULL	Charles Petzold从1984年开始编写个人计算机程序，从1985年开始编写 Microsoft Windows程序。他在《Microsoft Systems Joumal》1986年 12月号上发表了第一篇关于Windows程序设计的杂志论文。从1986年到1995年，他为《PC Magazine》撰写“Environments”专栏，给读者介绍了Windows和OS／2程序设计的许多方面。	9.5 	356	77.8%	19.9%	2.2%	0.0%	0.0%
动手玩转Scratch2.0编程	马吉德·马吉(MajedMarji)	电子工业出版社	2015-10-1	9787121272516	https://img1.doubanio.com/view/subject/l/public/s29031007.jpg	NULL	Majed Marji 拥有韦恩州立大学的电子工程博士学位和达文波特大学战略管理的MBA 学位。他在汽车行业工作超过15 年，开发了许多软件，涉及实时数据采集、设备控制、实验室管理、工程数据分析、嵌入式系统、远程信息处理、混合动力汽车，以及与安全相关的动力系统。Marji 博士还是韦恩州立大学电气工程系的兼职讲师，主要讲授通信工程、机器视觉、微处理器、控制系统，以及算法和数据结构等相关课程。	9.0 	19	73.7%	15.8%	10.5%	0.0%	0.0%
集体智慧编程	TobySegaran	电子工业出版社	2015-3	9787121254437	https://img1.doubanio.com/view/subject/l/public/s28031189.jpg	《集体智慧编程》以机器学习与计算统计为主题背景，专门讲述如何挖掘和分析Web 上的数据和资源，如何分析用户体验、市场营销、个人品味等诸多信息，并得出有用的结论，通过复杂的算法来从Web 网站获取、收集并分析用户的数据和反馈信息，以便创造新的用户价值和商业价值。全书内容翔实，包括协作过滤技术（实现关联产品推荐功能）、集群数据分析（在大规模数据集中发掘相似的数据子集）、搜索引擎核心技术（爬虫、索引、查询引擎、PageRank算法等）、搜索海量信息并进行分析统计得出结论的优化算法、贝叶斯过滤技术（垃圾邮件过滤、文本过滤）、用决策树技术实现预测和决策建模功能、社交网络的信息匹配技术、机器学习和人工智能应用等。	Toby Segaran是Genstruct公司的软件开发主管，这家公司涉足计算生物领域，他本人的职责是设计算法，并利用数据挖掘技术来辅助了解药品机理。Toby Segaran还为其他几家公司和数个开源项目服务，帮助它们从收集到的数据当中分析并发掘价值。除此以外，Toby Segaran还建立了几个免费的网站应用，包括流行的tasktoy和Lazybase。他非常喜欢滑雪与品酒，其博客地址是blog.kiwitobes.com，现居于旧金山。	8.7 	82	50.0%	34.1%	11.0%	2.4%	2.4%
Python爬虫开发与项目实战	范传辉	机械工业出版社	2017-6	9787111563877	https://img1.doubanio.com/view/subject/l/public/s29481129.jpg	随着大数据时代到来，网络信息量也变得更多更大，基于传统搜索引擎的局限性，网络爬虫应运而生，本书从基本的爬虫原理开始讲解，通过介绍Pthyon编程语言和Web前端基础知识引领读者入门，之后介绍动态爬虫原理以及Scrapy爬虫框架，最后介绍大规模数据下分布式爬虫的设计以及PySpider爬虫框架等。	NULL	7.1 	54	29.6%	33.3%	20.4%	13.0%	3.7%
编程风格	[美]CristinaVideiraLopes	人民邮电出版社	2017-8	9787115460356	https://img3.doubanio.com/view/subject/l/public/s29507161.jpg	本书对一个常见的编程问题定义了不同的约束，分别使用33种方法实现了同一个词频统计任务，从而形成了风格迥异的编程风格。作者以惯用的计算机语言与简单的任务为画笔，描绘了一次生动难忘的编程之旅，帮助读者加深了对语言的理解，也提供了崭新的编程思路。	Cristina Videira Lopes	7.7 	36	25.0%	36.1%	30.6%	5.6%	2.8%
Redis开发与运维	付磊	机械工业出版社	2017-3-1	9787111557975	https://img3.doubanio.com/view/subject/l/public/s29335561.jpg	"本书全面讲解Redis基本功能及其应用，并结合线上开发与运维监控中的实际使用案例，深入分析并总结了实际开发运维中遇到的“陷阱”，以及背后的原因， 包含大规模集群开发与管理的场景、应用案例与开发技巧，为高效开发运维提供了大量实际经验和建议。本书不要求读者有任何Redis使用经验,对入门与进阶DevOps的开发者提供有价值的帮助。主要内容包括：Redis的安装配置、API、各种高效功能、客户端、持久化、复制、高可用、内存、哨兵、集群、缓存设计等，Redis高可用集群解决方案，Redis设计和使用中的问题，最后提供了一个开源工具：Redis监控运维云平台CacheCloud。"	NULL	8.9 	220	63.2%	31.8%	4.5%	0.5%	0.0%
计算机科学导论	BehrouzA.Forouzan	机械工业出版社	2009-1	9787111131595	https://img1.doubanio.com/view/subject/l/public/s5970708.jpg	本书是大学计算机相关专业的基础课教材，涉及到计算机科学的各个方面。本书着重讲解基本概念而不是数学模型和技术细节，通过大量的图表和演示范例讲解计算机科学的基础知识；每章后面的关键术语、小结和练习有助于读者掌握和复习知识要点。  	Behrouz Forouzan，毕业于加州大学艾尔温分校，现在是迪安那大学教授，从事计算机信息系统专业的课程设置。此外，他还是多家公司的系统开发咨询顾问。除本书外，Forouzan还著有多部成功的编程与网络方面的书，包括《TCP/IP Protocol Suite》和《Local Area Network》等。	8.2 	306	43.5%	40.8%	13.1%	2.6%	0.0%
性能之巅	BrendanGregg	电子工业出版社	2015-8-15	9787121267925	https://img3.doubanio.com/view/subject/l/public/s28283455.jpg	《性能之巅：洞悉系统、企业与云计算》基于Linux 和Solaris 系统阐述了适用于所有系统的性能理论和方法，Brendan Gregg 将业界普遍承认的性能方法、工具和指标收集于本书之中。阅读本书，你能洞悉系统运作的方式，学习到分析和提高系统与应用程序性能的方法，这些性能方法同样适用于大型企业与云计算这类最为复杂的环境的性能分析与调优。	NULL	8.7 	183	55.2%	31.7%	12.6%	0.5%	0.0%
网络多人游戏架构与编程	格雷泽(JoshuaGlazer)	人民邮电出版社	2017-10-1	9787115457790	https://img3.doubanio.com/view/subject/l/public/s29539522.jpg	本书是一本深入探讨关于网络多人游戏编程的图书。	NULL	8.1 	19	47.4%	31.6%	15.8%	5.3%	0.0%
未来架构：从服务化到云原生	张亮	电子工业出版社	2019-3	9787121355356	https://img1.doubanio.com/view/subject/l/public/s32264667.jpg	互联网架构不断演化，经历了从集中式架构到分布式架构，再到云原生架构的过程。云原生因能解决传统应用升级缓慢、架构臃肿、无法快速迭代等问题而成了未来云端应用的目标。	NULL	6.2 	31	12.9%	38.7%	32.3%	12.9%	3.2%
剑指Offer	何海涛	电子工业出版社	2014-6-1	9787121232459	https://img9.doubanio.com/view/subject/l/public/s27991506.jpg	NULL	何海涛，现思科高级软件工程师，曾先后就职于Autodesk和微软。分别于2003年和2006年于浙江大学获得计算机专业学士和硕士学位。主要关注程序员求职应聘领域、以及软件设计、开发和调试技术。著有《剑指Offer——名企面试官精讲典型编程题》一书。	9.2 	170	60.0%	34.7%	5.3%	0.0%	0.0%
SQL注入攻击与防御	克拉克	清华大学出版社	2010-6	9787302224136	https://img3.doubanio.com/view/subject/l/public/s6172585.jpg	NULL	NULL	7.6 	27	18.5%	48.1%	33.3%	0.0%	0.0%
Python自然语言处理	(英)伯德	东南大学出版社	2010-6	9787564122614	https://img1.doubanio.com/view/subject/l/public/s6237088.jpg	NULL	Steven Bird是墨尔本大学计算机科学和软件工程系副教授，以及宾夕法尼亚大学语言数据联合会高级研究助理。	8.1 	195	30.8%	45.6%	20.0%	2.1%	1.5%
计算机程序设计艺术（第3卷）	[美]DonaldKnuth	国防工业出版社	2002-9	9787118028126	https://img3.doubanio.com/view/subject/l/public/s26278395.jpg	第3卷的头一次修订对经典计算机排序和查找技术做了最全面的考察。它扩充了第1卷对数据结构的处理，以将大小数据库和内外存储器一并考虑；遴选了精心核验的计算机方法，并对其效率做了定量分析。第3卷的突出特点是对“最优排序”一节的修订和对排列论与通用散列法的讨论。	NULL	9.9 	45	84.4%	11.1%	2.2%	0.0%	2.2%
一站式学习C编程	宋劲杉	电子工业出版社	2011-3	9787121129827	https://img1.doubanio.com/view/subject/l/public/s6308149.jpg	NULL	宋劲杉，亚嵌教育资深讲师，清华大学自动化系硕士，6年嵌入式系统开发经验，3年嵌入式行业教学经验，精通Linux内核、POSIX、TCP／IP，擅长ARM平台的Linux系统移植和应用开发，目前关注的方向有分布式系统、动态语言。爱好：开源软件、电子音乐、HomeParty	9.4 	209	66.0%	31.6%	2.4%	0.0%	0.0%
小创客的第一课：给孩子的编程启蒙书	(英)希瑟·莱昂斯	中信出版社	2019-3	9787508668239	https://img3.doubanio.com/view/subject/l/public/s32270640.jpg	如果世界上所有的事情都与计算机有关，我们应该如何与它沟通？当全球都在力推编程设计是未来和核心竞争力，我们应该如何教导孩子迈出第一步？一切就从《小创客的*课：给孩子的编程启蒙书》开始吧！与编程和计算机有关的8大主题，70余个实战项目，400余个未来科技时代必备知识点，立足编程，外延更广，不止有编程知识，更有诸如计算机相关知识、网络安全、隐私保护、移动支付、未来家居、智慧城市等热门话题！快快开启编程设计的大门吧！	希瑟·莱昂斯和伊丽莎白·特威代尔都是英国shitft{blue}儿童编程培训机构专职教师，有丰富的少儿编程教育经验。作者将在实际教学中积累出的经验联合了专业图形设计师创作了这套适合孩子的编程启蒙书。	NULL	NULL	NULL	NULL	NULL	NULL	NULL
C++ Primer习题集（第5版）	【美】StanleyB.Lippman(斯坦利李普曼)	电子工业出版社	2015-3-1	9787121252297	https://img1.doubanio.com/view/subject/l/public/s28322068.jpg	C++ Primer（Fifth Edition）由三位C++大师Stanley B. Lippman、Josée Lajoie 和Barbara E. Moo 合作完成，其中文译本《C++ Primer 中文版（第5 版）》也已出版。与上一版相比，这一版基于C++11 标准进行了全面而彻底的内容更新；既是初学者的最佳学习指南，也是中高级程序员不可或缺的参考书。《C++ Primer习题集（第5版）》作为这部久负盛名的C++经典教程的配套习题解答，提供了C++ Primer（Fifth Edition）中英文版图书中所有习题的参考答案。	Stanley B. Lippman目前是微软公司 Visual C++ 团队的架构师。他从1984年开始在贝尔实验室与C++的设计者Bjarne Stroustrup一起从事C++的设计与开发。他在迪士尼和梦工厂从事动画制作，还担任过JPL的高级顾问。	9.2 	41	68.3%	12.2%	19.5%	0.0%	0.0%
逆向工程核心原理	[韩]李承远	人民邮电出版社	2014-4-25	9787115350183	https://img1.doubanio.com/view/subject/l/public/s27259699.jpg	本书十分详尽地介绍了代码逆向分析的核心原理。作者在Ahnlab 研究所工作多年，书中不仅包括其以此经验为基础亲自编写的大量代码，还包含了逆向工程研究人员必须了解的各种技术和技巧。彻底理解并切实掌握逆向工程这门技术，就能在众多IT 相关领域进行拓展运用，这本书就是通向逆向工程大门的捷径。	李承远，目前在Ahnlab研究所从事恶意代码分析工作，并运营逆向工程的专门博客网站。 为把逆向工程技术广泛传播而不懈努力中并积极地参加各种领域的活动，乐于与读者进行知识共享。	9.1 	74	66.2%	27.0%	5.4%	1.4%	0.0%
机器学习实战	PeterHarrington	人民邮电出版社	2013-6	9787115317957	https://img3.doubanio.com/view/subject/l/public/s26696371.jpg	NULL	Peter Harrington	8.1 	1059	33.1%	44.2%	19.4%	2.0%	1.3%
操作系统概念	[美]西尔伯查茨(Silberschatz，A.)	高等教育出版社	2007-3	9787040209280	https://img3.doubanio.com/view/subject/l/public/s26014820.jpg	操作系统概念（第7版 影印版），ISBN：9787040209280，作者：（美）西尔伯查茨 高尔文 加根	NULL	8.9 	175	57.7%	32.6%	9.1%	0.6%	0.0%
Redis使用手册	黄健宏	机械工业出版社	2019-9-20	9787111636526	https://img3.doubanio.com/view/subject/l/public/s33515544.jpg	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
C语言入门经典	霍顿(IvorHorton)	清华大学出版社	2008-4-1	9787302170839	https://img1.doubanio.com/view/subject/l/public/s28035177.jpg	本书是编程语言先驱者Ivor Horton的经典之作，是C语言方面最畅销的图书品种之一。本书集综合性、实用性为一体，是学习C语言的优秀入门教材，在世界范围内广受欢迎，口碑极佳。书中除了讲解C程序设计语言，还广泛介绍了作为一名C程序设计人员应该掌握的必要知识，并提供了大量的实用性很强的编程实例。本书的目标是使你在C语言程序设计方面由一位初学者成为一位称职的程序员。读者基本不需要具备任何编程知识，即可通过本书从头开始编写自己的C程序。	杨浩，知名译者，大学讲师，从事机械和计算机方面的教学和研究多年，发表论文数篇，参编和翻译的图书多达20余部，还曾多次获得市部级奖项。近几年一直在跟踪.NET技术的发展，积极从事.NET技术文档和图书的翻译工作。	8.6 	264	51.5%	36.7%	9.1%	1.5%	1.1%
Hacking	JonErickson	No Starch Press	2008-2-4	9781593271442	https://img3.doubanio.com/view/subject/l/public/s5572913.jpg	NULL	Jon Erickson has a formal education in computer science and speaks frequently at computer security conferences around the world. He works as a cryptologist and security specialist in Northern California.	9.5 	50	68.0%	26.0%	2.0%	2.0%	2.0%
C++编程思想（两卷合订本）	（美）BruceEckel	机械工业出版社	2011-7	9787111350217	https://img1.doubanio.com/view/subject/l/public/s6565257.jpg	本书是《C++编程思想》两卷的汇总。第1卷是在第1版的基础上进行了更加深入分析和修改后的第2版，其内容、讲授方法、选用实例以及配套的练习别具特色，可以供不同程度的读者选择阅读。第2卷介绍了C++实用的编程技术和最佳的实践方法，深入探究了异常处理方法和异常安全设计；介绍C++的字符串、输入输出流的现代用法；解释多重继承问题的难点，描述了典型的设计模式及其实现，特别介绍了多线程处理编程技术。	Bruce Eckel 是MindView公司的总裁，向客户提供软件咨询和培训。他是C++标准委员会拥有表决权的成员之一，他也是《Java编程思想》（该书第3版影印版及翻译版已由机械工业出版社引进出版）。他曾经写过另5本面向对象编程书籍，发表过150篇以上的文章，是多本计算机杂志的专栏作家。他经常参加世界各地的研讨会并进行演讲。	8.5 	76	59.2%	32.9%	5.3%	1.3%	1.3%
离散数学及其应用（原书第6版）	[美]KennethH·Rosen	机械工业出版社	2011-7	9787111350392	https://img3.doubanio.com/view/subject/l/public/s6565260.jpg	NULL	Rosen 博士于1972年获密歇根大学数学学士学位，1976年获麻省理工学院数学博士学位，其博士论文研究的是数论，导师是Harold Stark 。曾就职于科罗拉多大学、俄亥俄州立大学、缅因大学，后加盟贝尔实验室，现为AT&T实验室特别成员。	9.0 	101	55.4%	33.7%	6.9%	2.0%	2.0%
"Concepts, Techniques, and Models of Computer Programming"	PeterVanRoy	The MIT Press	2004-2-20	9780262220699	https://img3.doubanio.com/view/subject/l/public/s4567393.jpg	NULL	NULL	8.5 	28	57.1%	25.0%	14.3%	3.6%	0.0%
Head First HTML5 Programming（中文版）	埃里克?弗里曼(EricFreeman)	中国电力出版社	2012-9	9787512329355	https://img1.doubanio.com/view/subject/l/public/s22783128.jpg	NULL	NULL	8.5 	118	38.1%	53.4%	6.8%	1.7%	0.0%
The Nature of Code	DanielShiffman	The Nature of Code	2012-12-13	9780985930806	https://img3.doubanio.com/view/subject/l/public/s24515412.jpg	NULL	"of arts in mathematics and philosophy from Yale University and his master's degree from ITP. He develops tutorials, examples, and libraries for Processing, the open-source programming language and environment created by Casey Reas and Ben Fry. He is also the author of Learning Processing: A Beginner’s Guide to Programming Images, Animation, and Interaction (2008)."	9.2 	111	77.5%	13.5%	7.2%	1.8%	0.0%
敏捷软件开发	马丁	人民邮电出版社	2008-01-01	9787115165756	https://img3.doubanio.com/view/subject/l/public/s8826855.jpg	《敏捷软件开发:原则模式和实践(C#版)》不仅是一部深入浅出、生动易懂的面向对象原则与设计模式著作。而且还是一部通俗的敏捷方法导引书和快速实用的LJML教程。通过《敏捷软件开发:原则模式和实践(C#版)》你会发现，许多以前看起来非常枯燥费解的概念，忽然间都豁然开朗。变得鲜活生动起来。	Robert C.Martin(“bob大叔”)世界级的软件开发大师，著名软件咨询公司object mento，公司的创始人和总裁。曾经担任c++report杂志主编多年，也是设计模式和敏捷开发运动的主要倡导者之一。	9.3 	113	60.2%	34.5%	5.3%	0.0%	0.0%
CSS揭秘	[希]LeaVerou	人民邮电出版社	2016-4	9787115416940	https://img1.doubanio.com/view/subject/l/public/s28659699.jpg	本书是一本注重实践的教程，作者为我们揭示了 47 个鲜为人知的 CSS 技巧，主要内容包括背景与边框、形状、 视觉效果、字体排印、用户体验、结构与布局、过渡与动画等。本书将带领读者循序渐进地探寻更优雅的解决方案，攻克每天都会遇到的各种网页样式难题。	Lea Verou	9.4 	312	73.1%	20.2%	6.7%	0.0%	0.0%
Automate the Boring Stuff with Python	AlbertSweigart	No Starch Press	2015-2-25	9781593275990	https://img1.doubanio.com/view/subject/l/public/s27967089.jpg	NULL	NULL	9.0 	112	58.0%	35.7%	6.3%	0.0%	0.0%
Java开发实战经典	李兴华编著	清华大学出版社	2009-8	9787302202615	https://img1.doubanio.com/view/subject/l/public/s6050358.jpg	NULL	李兴华，知名Java培训讲师，Java EE高端培训讲师，北京MLDN软件实训中心教学总监、首席讲师，中科软通项目经理，赛迪网职业特邀讲师，51CTO知名专家。89软件开发经验，5年高端培训经验，先后为40多家大中型企业做过培训，在Java培训方面享有很高的知名度。	8.4 	102	44.1%	37.3%	14.7%	2.9%	1.0%
数据库系统实现	加西亚-莫利纳(HectorGarcia-Molina)	机械工业出版社	2010-5	9787111302872	https://img1.doubanio.com/view/subject/l/public/s4375048.jpg	《数据库系统实现(第2版)》是斯坦福大学计算机科学专业数据库系列课程第二门课的教科书。书中对数据库系统实现原理进行了深入阐述，并具体讨论了数据库管理系统的三个主要成分——存储管理器、查询处理器和事务管理器的实现技术。此外，第2版充分反映了数据管理技术的新进展，对内容进行了扩充，除了在第1版中原有的“信息集成”一章（第10章）中加入了新的内容外，还增加了两个全新的章：“数据挖掘”（第11章）和“数据库系统与互联网”（第12章）。	NULL	8.7 	173	54.3%	31.8%	10.4%	2.3%	1.2%
Redis实战	JosiahL.Carlson	人民邮电出版社	2015-10	9787115402844	https://img3.doubanio.com/view/subject/l/public/s28296984.jpg	NULL	NULL	8.0 	339	28.0%	49.0%	19.5%	2.9%	0.6%
On Java 8	BruceEckel	NULL	NULL	9780981872520	https://img3.doubanio.com/view/subject/l/public/s29763471.jpg	NULL	NULL	9.6 	12	83.3%	16.7%	0.0%	0.0%	0.0%
高性能JavaScript	[美]尼古拉斯·泽卡斯	电子工业出版社	2010-11	9787121119323	https://img3.doubanio.com/view/subject/l/public/s4538004.jpg	如果你使用JavaScript构建交互丰富的Web应用，那么JavaScript代码可能是造成你的Web应用速度变慢的主要原因。《高性能JavaScript》揭示的技术和策略能帮助你在开发过程中消除性能瓶颈。你将会了解如何提升各方面的性能，包括代码的加载、运行、DOM交互、页面生存周期等。雅虎的前端工程师Nicholas C. Zakas和其他五位JavaScript专家介绍了页面代码加载的最佳方法和编程技巧，来帮助你编写更为高效和快速的代码。你还会了解到构建和部署文件到生产环境的最佳实践，以及有助于定位线上问题的工具。	Nicholas C.Zakas，雅虎首页的主要开发者，雅虎用户界面库（YUI）代码贡献者，擅长利用JavaScript、HTML、CSS、XML、XSLT设计和实现WEB界面的软件工程师。	9.0 	553	52.3%	40.7%	6.1%	0.7%	0.2%
人工智能基础（高中版）	汤晓鸥	华东师范大学出版社	2018-4-1	9787567575615	https://img3.doubanio.com/view/subject/l/public/s29794264.jpg	人工智能基础（高中版）》是面向高中学生的教材。讲授人工智能的发展历史、基本概念以及实际应用，使学生理解人工智能的基本原理，特别是数据、算法与应用之间的相互关系。并结合常见的应用场景，理解人工智能技术（包括感知与决策）的基本工作方式，通过动手实践，更深入地理解人工智能技术的原理、能力，以及在实用中面临的挑战。本书强调人工智能基本理念与原理的传递，注重创造力、想象力、整体思考，以及动手能力的提升。	NULL	8.6 	155	42.6%	43.9%	12.3%	1.3%	0.0%
计算机科学概论（第11版）	J.GlennBrookshear	人民邮电出版社	2011-10-1	9787115261960	https://img1.doubanio.com/view/subject/l/public/s6950239.jpg	NULL	"J. Glenn Brookshear 世界知名的计算机科学教育家。他在1975年获得新墨西哥州立大学博士后，创办了Marquette大学的计算机科学学位项目，并在该校任教至今。他的主 要研究方向是计算理论。除了本书之外，他还著有Theory of Computationr: Formal Languages, Automata, and Complexity。"	9.2 	298	63.1%	29.5%	7.0%	0.3%	0.0%
A Tour of C++	[美]BjarneStroustrup	Addison-Wesley	2013-10-18	9780321958310	https://img1.doubanio.com/view/subject/l/public/s27036569.jpg	NULL	NULL	9.0 	68	63.2%	30.9%	4.4%	1.5%	0.0%
